# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
46.90 -0.2139 -5.0641e-1 6.3823e-1 2.3847e-1
47.00 -0.2098 -4.9523e-1 6.2520e-1 2.3339e-1
47.10 -0.2057 -4.8426e-1 6.1274e-1 2.2836e-1
47.20 -0.2016 -4.7339e-1 6.0056e-1 2.2335e-1
47.30 -0.1975 -4.6252e-1 5.8819e-1 2.1834e-1
47.40 -0.1934 -4.5162e-1 5.7536e-1 2.1336e-1
47.50 -0.1893 -4.4078e-1 5.6214e-1 2.0844e-1
47.60 -0.1853 -4.3012e-1 5.4899e-1 2.0363e-1
47.70 -0.1815 -4.1978e-1 5.3639e-1 1.9897e-1
47.80 -0.1777 -4.0981e-1 5.2468e-1 1.9447e-1
47.90 -0.1740 -4.0018e-1 5.1378e-1 1.9010e-1
48.00 -0.1705 -3.9079e-1 5.0329e-1 1.8584e-1
48.10 -0.1669 -3.8154e-1 4.9276e-1 1.8169e-1
48.20 -0.1635 -3.7241e-1 4.8202e-1 1.7762e-1
48.30 -0.1601 -3.6342e-1 4.7113e-1 1.7363e-1
48.40 -0.1568 -3.5457e-1 4.6026e-1 1.6970e-1
48.50 -0.1534 -3.4582e-1 4.4940e-1 1.6580e-1
48.60 -0.1500 -3.3710e-1 4.3841e-1 1.6189e-1
48.70 -0.1466 -3.2833e-1 4.2710e-1 1.5794e-1
48.80 -0.1432 -3.1949e-1 4.1536e-1 1.5394e-1
48.90 -0.1397 -3.1055e-1 4.0320e-1 1.4989e-1
49.00 -0.1361 -3.0155e-1 3.9073e-1 1.4580e-1
49.10 -0.1325 -2.9254e-1 3.7815e-1 1.4171e-1
49.20 -0.1289 -2.8358e-1 3.6565e-1 1.3763e-1
49.30 -0.1254 -2.7471e-1 3.5330e-1 1.3358e-1
49.40 -0.1219 -2.6598e-1 3.4106e-1 1.2960e-1
49.50 -0.1184 -2.5743e-1 3.2898e-1 1.2567e-1
49.60 -0.1150 -2.4911e-1 3.1719e-1 1.2182e-1
49.70 -0.1116 -2.4102e-1 3.0583e-1 1.1805e-1
49.80 -0.1083 -2.3319e-1 2.9504e-1 1.1434e-1
49.90 -0.1050 -2.2558e-1 2.8484e-1 1.1070e-1
50.00 -0.1018 -2.1817e-1 2.7512e-1 1.0712e-1
50.10 -0.0986 -2.1089e-1 2.6569e-1 1.0359e-1
50.20 -0.0954 -2.0375e-1 2.5640e-1 1.0012e-1
50.30 -0.0923 -1.9676e-1 2.4727e-1 9.6719e-2
50.40 -0.0893 -1.8994e-1 2.3838e-1 9.3391e-2
50.50 -0.0863 -1.8330e-1 2.2984e-1 9.0141e-2
50.60 -0.0834 -1.7683e-1 2.2165e-1 8.6972e-2
50.70 -0.0806 -1.7054e-1 2.1373e-1 8.3889e-2
50.80 -0.0778 -1.6441e-1 2.0604e-1 8.0899e-2
50.90 -0.0751 -1.5848e-1 1.9859e-1 7.8009e-2
51.00 -0.0725 -1.5276e-1 1.9145e-1 7.5223e-2
51.10 -0.0700 -1.4725e-1 1.8469e-1 7.2538e-2
51.20 -0.0676 -1.4196e-1 1.7830e-1 6.9948e-2
51.30 -0.0653 -1.3683e-1 1.7218e-1 6.7446e-2
51.40 -0.0630 -1.3188e-1 1.6627e-1 6.5029e-2
51.50 -0.0608 -1.2707e-1 1.6054e-1 6.2693e-2
51.60 -0.0587 -1.2243e-1 1.5500e-1 6.0435e-2
51.70 -0.0566 -1.1793e-1 1.4967e-1 5.8248e-2
51.80 -0.0546 -1.1355e-1 1.4448e-1 5.6125e-2
51.90 -0.0526 -1.0925e-1 1.3933e-1 5.4059e-2
52.00 -0.0507 -1.0503e-1 1.3413e-1 5.2045e-2
52.10 -0.0489 -1.0087e-1 1.2885e-1 5.0080e-2
52.20 -0.0470 -9.6780e-2 1.2347e-1 4.8158e-2
52.30 -0.0452 -9.2751e-2 1.1802e-1 4.6270e-2
52.40 -0.0435 -8.8788e-2 1.1255e-1 4.4413e-2
52.50 -0.0417 -8.4892e-2 1.0712e-1 4.2581e-2
52.60 -0.0400 -8.1063e-2 1.0178e-1 4.0769e-2
52.70 -0.0382 -7.7295e-2 9.6542e-2 3.8973e-2
52.80 -0.0365 -7.3577e-2 9.1408e-2 3.7189e-2
52.90 -0.0348 -6.9907e-2 8.6360e-2 3.5419e-2
53.00 -0.0331 -6.6291e-2 8.1399e-2 3.3670e-2
53.10 -0.0315 -6.2753e-2 7.6557e-2 3.1950e-2
53.20 -0.0298 -5.9321e-2 7.1894e-2 3.0270e-2
53.30 -0.0282 -5.6020e-2 6.7468e-2 2.8635e-2
53.40 -0.0267 -5.2866e-2 6.3316e-2 2.7045e-2
53.50 -0.0252 -4.9862e-2 5.9469e-2 2.5498e-2
53.60 -0.0237 -4.6994e-2 5.5931e-2 2.3985e-2
53.70 -0.0222 -4.4237e-2 5.2661e-2 2.2498e-2
53.80 -0.0208 -4.1560e-2 4.9587e-2 2.1033e-2
53.90 -0.0194 -3.8946e-2 4.6643e-2 1.9586e-2
54.00 -0.0180 -3.6386e-2 4.3794e-2 1.8162e-2
54.10 -0.0166 -3.3876e-2 4.1021e-2 1.6765e-2
54.20 -0.0153 -3.1420e-2 3.8313e-2 1.5404e-2
54.30 -0.0140 -2.9034e-2 3.5673e-2 1.4087e-2
54.40 -0.0127 -2.6739e-2 3.3124e-2 1.2827e-2
54.50 -0.0116 -2.4554e-2 3.0702e-2 1.1627e-2
54.60 -0.0104 -2.2491e-2 2.8435e-2 1.0490e-2
54.70 -0.0094 -2.0547e-2 2.6329e-2 9.4126e-3
