# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
58.30 0.0081 7.6417e-3 1.0170e-3 -8.0890e-3
58.40 0.0082 7.7859e-3 9.2992e-4 -8.1937e-3
58.50 0.0083 7.9128e-3 8.5240e-4 -8.2852e-3
58.60 0.0084 8.0238e-3 7.8332e-4 -8.3644e-3
58.70 0.0085 8.1200e-3 7.2167e-4 -8.4321e-3
58.80 0.0085 8.2027e-3 6.6658e-4 -8.4891e-3
58.90 0.0086 8.2728e-3 6.1727e-4 -8.5361e-3
59.00 0.0086 8.3312e-3 5.7305e-4 -8.5738e-3
59.10 0.0086 8.3789e-3 5.3334e-4 -8.6028e-3
59.20 0.0087 8.4168e-3 4.9760e-4 -8.6237e-3
59.30 0.0087 8.4454e-3 4.6537e-4 -8.6371e-3
59.40 0.0087 8.4656e-3 4.3626e-4 -8.6434e-3
59.50 0.0087 8.4779e-3 4.0990e-4 -8.6432e-3
59.60 0.0087 8.4830e-3 3.8598e-4 -8.6369e-3
59.70 0.0087 8.4814e-3 3.6424e-4 -8.6250e-3
59.80 0.0086 8.4736e-3 3.4443e-4 -8.6078e-3
59.90 0.0086 8.4600e-3 3.2634e-4 -8.5857e-3
60.00 0.0086 8.4413e-3 3.0979e-4 -8.5592e-3
60.10 0.0086 8.4176e-3 2.9460e-4 -8.5284e-3
60.20 0.0085 8.3894e-3 2.8064e-4 -8.4937e-3
60.30 0.0085 8.3571e-3 2.6778e-4 -8.4554e-3
60.40 0.0084 8.3210e-3 2.5589e-4 -8.4138e-3
60.50 0.0084 8.2813e-3 2.4489e-4 -8.3691e-3
60.60 0.0084 8.2384e-3 2.3468e-4 -8.3215e-3
60.70 0.0083 8.1925e-3 2.2518e-4 -8.2714e-3
60.80 0.0083 8.1439e-3 2.1633e-4 -8.2188e-3
60.90 0.0082 8.0928e-3 2.0806e-4 -8.1640e-3
61.00 0.0081 8.0394e-3 2.0031e-4 -8.1072e-3
61.10 0.0081 7.9839e-3 1.9305e-4 -8.0486e-3
61.20 0.0080 7.9265e-3 1.8621e-4 -7.9882e-3
61.30 0.0080 7.8674e-3 1.7977e-4 -7.9264e-3
61.40 0.0079 7.8066e-3 1.7369e-4 -7.8631e-3
61.50 0.0078 7.7445e-3 1.6794e-4 -7.7986e-3
61.60 0.0078 7.6811e-3 1.6249e-4 -7.7330e-3
61.70 0.0077 7.6165e-3 1.5731e-4 -7.6663e-3
61.80 0.0076 7.5509e-3 1.5238e-4 -7.5988e-3
61.90 0.0076 7.4844e-3 1.4769e-4 -7.5304e-3
62.00 0.0075 7.4171e-3 1.4321e-4 -7.4614e-3
62.10 0.0074 7.3491e-3 1.3892e-4 -7.3917e-3
62.20 0.0073 7.2805e-3 1.3482e-4 -7.3215e-3
62.30 0.0073 7.2113e-3 1.3089e-4 -7.2509e-3
62.40 0.0072 7.1418e-3 1.2712e-4 -7.1800e-3
62.50 0.0071 7.0718e-3 1.2349e-4 -7.1087e-3
62.60 0.0071 7.0016e-3 1.2000e-4 -7.0372e-3
62.70 0.0070 6.9311e-3 1.1664e-4 -6.9656e-3
62.80 0.0069 6.8605e-3 1.1340e-4 -6.8939e-3
62.90 0.0068 6.7899e-3 1.1028e-4 -6.8221e-3
63.00 0.0068 6.7191e-3 1.0726e-4 -6.7503e-3
63.10 0.0067 6.6484e-3 1.0434e-4 -6.6786e-3
63.20 0.0066 6.5778e-3 1.0152e-4 -6.6070e-3
63.30 0.0066 6.5072e-3 9.8782e-5 -6.5356e-3
63.40 0.0065 6.4369e-3 9.6134e-5 -6.4643e-3
63.50 0.0064 6.3667e-3 9.3568e-5 -6.3933e-3
63.60 0.0063 6.2967e-3 9.1079e-5 -6.3226e-3
63.70 0.0063 6.2270e-3 8.8664e-5 -6.2521e-3
63.80 0.0062 6.1577e-3 8.6320e-5 -6.1820e-3
